ID,subsystem
R_ACGAMK,Aminosugar metabolism
R_CHTNASEe,Aminosugar metabolism
R_ACGAM2E,Aminosugar metabolism
R_VALTA,"Valine, leucine, and isoleucine metabolism"
R_VALTAm,"Valine, leucine, and isoleucine metabolism"
R_MTHFD2m,Folate metabolism
R_MTHFDm,Folate metabolism
R_MTHFD,Folate metabolism
R_MTHFD2,Folate metabolism
R_GLYSm,"Glycine, serine, alanine and threonine metabolism"
R_METFR,Folate metabolism
R_NTD9,Nucleotide interconversion
R_NTD9e,Nucleotide interconversion
R_GUAPRT,Nucleotide salvage pathway
R_R721_c,Bile acid synthesis
R_GMPS2,Nucleotide interconversion
R_R723_m,Nucleotide interconversion
R_PDE4,Nucleotide interconversion
R_PDE4pm,Nucleotide interconversion
R_PRO1xm,Arginine and Proline Metabolism
R_P5CRyrm,Arginine and Proline Metabolism
R_PROAKGOX1r,Arginine and Proline Metabolism
R_PROD2m,Arginine and Proline Metabolism
R_R731_e,Glutathione metabolism
R_NNMT,NAD metabolism
R_NMNS,NAD metabolism
R_FACOAE160,Fatty acid synthesis
R_FACOAE160l,Fatty acid synthesis
R_FACOAE160n,Fatty acid synthesis
R_r0309,Fatty acid oxidation
R_R738_p,Fatty acid oxidation
R_R739_m,Fatty acid oxidation
R_R740_m,Fatty acid oxidation
R_R741_p,Fatty acid oxidation
R_FACOAL160,Fatty acid oxidation
R_FACOAL160rm,Fatty acid oxidation
R_FACOAL160mom,Fatty acid oxidation
R_FACOAL160pm,Fatty acid oxidation
R_FACOAL160r,Fatty acid oxidation
R_FACOAL160xm,Fatty acid oxidation
R_FACOAL160p,Fatty acid oxidation
R_SERPT,Sphingolipid metabolism
R_CYSTS,Methionine and cysteine metabolism
R_PCHOLPgm,Glycerophospholipid metabolism
R_PCHOLP,Glycerophospholipid metabolism
R_PCHOLPm,Glycerophospholipid metabolism
R_R754_c,Glycerophospholipid metabolism
R_R755_c,Glycerophospholipid metabolism
R_R756_e,Glycerophospholipid metabolism
R_R757_c,Glycerophospholipid metabolism
R_R758_c,Glycerophospholipid metabolism
R_R759_e,Glycerophospholipid metabolism
R_R760_c,Glycerophospholipid metabolism
R_R761_r,Glycerophospholipid metabolism
R_R762_g,Glycerophospholipid metabolism
R_CEPTC,Glycerophospholipid metabolism
R_ACONT,Citric acid cycle
R_ACONTm,Citric acid cycle
R_ACONTa,Citric acid cycle
R_ACONTam,Citric acid cycle
R_HEX4,Fructose and mannose metabolism
R_EPMGHl,Galactose metabolism
R_PGLYCP,Glyoxylate and dicarboxylate metabolism
R_R771_e,Triacylglycerol synthesis
R_LPS3,Triacylglycerol synthesis
R_R773_c,Propanoate metabolism
R_R774_m,Propanoate metabolism
R_AACOAT,Propanoate metabolism
R_HMGLm,Cholesterol metabolism
R_HMGLp,Cholesterol metabolism
R_BDH,Butanoate metabolism
R_BDHm,Butanoate metabolism
R_FUMAC,Tyrosine metabolism
R_PPOR,Phenylalanine metabolism
R_R782_e,Phenylalanine metabolism
R_R783_r,Steroid metabolism
R_UDPGLDCg,Nucleotide sugar metabolism
R_HPYRIp,Glyoxylate and dicarboxylate metabolism
R_ASPCT,Pyrimidine synthesis
R_OCBTm,Urea cycle
R_MTAP,Arginine and Proline Metabolism
R_DURAD2,Pyrimidine catabolism
R_XNOX2,Miscellaneous
R_XYLTD_D2r,Pentose phosphate pathway
R_DHCR72ry,Cholesterol metabolism
R_R796_m,Steroid metabolism
R_DHCR72r,Cholesterol metabolism
R_DSMSTOLR,Steroid metabolism
R_SOAT,Cholesterol metabolism
R_R800_e,Steroid metabolism
R_R801_l,Steroid metabolism
R_P4507A1,Bile acid synthesis
R_THRDm,"Glycine, serine, alanine and threonine metabolism"
R_ETHAK,Glycerophospholipid metabolism
R_R805_e,Miscellaneous
R_R806_l,Miscellaneous
R_ASAH1g,Sphingolipid metabolism
R_ASAH1r,Sphingolipid metabolism
R_ASAH1l,Sphingolipid metabolism
R_ASAH1m,Sphingolipid metabolism
R_CERK,Sphingolipid metabolism
R_UGCGg,Sphingolipid metabolism
R_GBAe,Sphingolipid metabolism
R_GBAl,Sphingolipid metabolism
R_R815_c,Sphingolipid metabolism
R_PGK,Glycolysis/gluconeogenesis
R_PGCD,"Glycine, serine, alanine and threonine metabolism"
R_GLYCK,Glyoxylate and dicarboxylate metabolism
R_R819_m,Glyoxylate and dicarboxylate metabolism
R_DPGase,Glycolysis/gluconeogenesis
R_PGM,Glycolysis/gluconeogenesis
R_G15LACH,Pentose phosphate pathway
R_GNDc,Pentose phosphate pathway
R_RPEc,Pentose phosphate pathway
R_DADK,Nucleotide salvage pathway
R_DADKm,Nucleotide salvage pathway
R_DADKi,Nucleotide salvage pathway
R_DADKn,Nucleotide salvage pathway
R_URIK12,Nucleotide interconversion
R_URIK7,Nucleotide interconversion
R_ADAe,Purine catabolism
R_PUNP1,Nucleotide interconversion
R_TMDK1,Nucleotide interconversion
R_TMDK1m,Nucleotide interconversion
R_NTD5,Pyrimidine catabolism
R_NTD5e,Pyrimidine catabolism
R_R837_m,Glutamate metabolism
R_PGSr,Eicosanoid metabolism
R_ALOX15,Eicosanoid metabolism
R_ALOX5n,Eicosanoid metabolism
R_HEXb,Glycolysis/gluconeogenesis
R_GALM1r,Glycolysis/gluconeogenesis
R_ACOATA,Fatty acid oxidation
R_ACPS1,CoA synthesis
R_MCOATA,Fatty acid oxidation
R_MCOATAm,Fatty acid oxidation
R_XYLKn,Pentose phosphate pathway
R_TKT1,Pentose phosphate pathway
R_ABTArm,Glutamate metabolism
R_MTHFC,Folate metabolism
R_MTHFCm,Folate metabolism
R_DMATT,Cholesterol metabolism
R_DMATTm,Cholesterol metabolism
R_DMATTp,Cholesterol metabolism
R_G16BPS,Starch and sucrose metabolism
R_DPGM,Glycolysis/gluconeogenesis
R_DCMPDA,Pyrimidine catabolism
R_NTD3,Pyrimidine catabolism
R_NTD3e,Pyrimidine catabolism
R_CYTK2,Nucleotide interconversion
R_CYTK2m,Nucleotide interconversion
R_DCK1n,Nucleotide interconversion
R_GUAD,Purine catabolism
R_LACZe,Galactose metabolism
R_LACZl,Galactose metabolism
R_LCYSTCBOXL,Taurine and hypotaurine metabolism
R_R867_e,Taurine and hypotaurine metabolism
R_R868_m,Citric acid cycle
R_R869_m,"Valine, leucine, and isoleucine metabolism"
R_R870_m,"Valine, leucine, and isoleucine metabolism"
R_FA160ACPH,Fatty acid oxidation
R_PYDXDH,Vitamin B6 metabolism
R_R874_c,Vitamin B6 metabolism
R_PYDXNO,Vitamin B6 metabolism
R_R876_c,NAD metabolism
R_GLYOX,Pyruvate metabolism
R_GLYOXm,Pyruvate metabolism
R_GLYALDOR,Glyoxylate and dicarboxylate metabolism
R_GLYALDORr,Glyoxylate and dicarboxylate metabolism
R_GLYALDORm,Glyoxylate and dicarboxylate metabolism
R_GLYALDORp,Glyoxylate and dicarboxylate metabolism
R_ABTOXx,Pentose phosphate pathway
R_ABTOXy,Pentose phosphate pathway
R_HXAND,Nucleotide interconversion
R_XAO2x,Purine catabolism
R_HACDm,Fatty acid synthesis
R_HACDp,Fatty acid synthesis
R_GLUKA,Glycolysis/gluconeogenesis
R_SBTR,Fructose and mannose metabolism
R_G6PPer,Glycolysis/gluconeogenesis
R_DHPR,Tetrahydrobiopterin metabolism
R_r0398,Tetrahydrobiopterin metabolism
R_PHETHPTOX,Tetrahydrobiopterin metabolism
R_CDS,Glycerophospholipid metabolism
R_CDSm,Glycerophospholipid metabolism
R_CDIPTr,Glycerophospholipid metabolism
R_CDIPTrrm,Glycerophospholipid metabolism
R_R901_c,Aminosugar metabolism
R_ACNAMS,Aminosugar metabolism
R_ACNAMPH,Aminosugar metabolism
R_ACNML,Aminosugar metabolism
R_R905_m,Tetrahydrobiopterin metabolism
R_R906_c,Tetrahydrobiopterin metabolism
R_R907_c,Tyrosine metabolism
R_PMANM,Fructose and mannose metabolism
R_MAN6PI,Fructose and mannose metabolism
R_TALA,Pentose phosphate pathway
R_FBA3,Glycolysis/gluconeogenesis
R_FBA3e,Glycolysis/gluconeogenesis
R_TKT2B,Pentose phosphate pathway
R_SR5AR2,Steroid metabolism
R_HSD17B2rm,Steroid metabolism
R_HSD3B12,Steroid metabolism
R_HSD17B3,Steroid metabolism
R_R918_c,Steroid metabolism
R_R919_r,Steroid metabolism
R_R920_c,Pyrimidine catabolism
R_NDPK5,Nucleotide interconversion
R_NDPK5nm,Nucleotide interconversion
R_NDPK5m,Nucleotide interconversion
R_NDPK5mim,Nucleotide interconversion
R_R925_c,Glycolysis/gluconeogenesis
R_PPCOACm,"Valine, leucine, and isoleucine metabolism"
R_PUNP5,Purine catabolism
R_R929_i,Pyrimidine synthesis
R_DHORD9,Pyrimidine synthesis
R_ORPT,Pyrimidine synthesis
R_PYNP2r,Pyrimidine catabolism
R_CYTD,Pyrimidine catabolism
R_URIK8,Nucleotide interconversion
R_CKc,Urea cycle
R_CK,Urea cycle
R_GACMTRc,Urea cycle
R_CHLPCTD,Glycerophospholipid metabolism
R_ACONTb,Citric acid cycle
R_ACONTbm,Citric acid cycle
R_XYLUR,Pentose phosphate pathway
R_PYDXNK,Vitamin B6 metabolism
R_PDXPP,Vitamin B6 metabolism
R_SPMS,Urea cycle
R_C160CPT1,Fatty acid oxidation
R_C160CPT2,Fatty acid oxidation
R_SPHK21c,Sphingolipid metabolism
R_2OXOADOXm,Lysine metabolism
R_AATAm,Lysine metabolism
R_R954_m,Lysine metabolism
R_F1PGT,Fructose and mannose metabolism
R_ARGSSr,Alanine and aspartate metabolism
R_KYNAKGATm,Tryptophan metabolism
R_FKYNH,Tryptophan metabolism
R_KYN3OX,Tryptophan metabolism
R_HEX10,Aminosugar metabolism
R_DGNSKm,Nucleotide interconversion
R_NTD8,Nucleotide interconversion
R_NTD8e,Nucleotide interconversion
R_PUNP4,Purine catabolism
R_HACD1m,Tryptophan metabolism
R_HACD1p,Tryptophan metabolism
R_HACD1l,Tryptophan metabolism
R_HMGCOAS,Cholesterol metabolism
R_ABUTR,Arginine and Proline Metabolism
R_ABUTRr,Arginine and Proline Metabolism
R_ABUTRm,Arginine and Proline Metabolism
R_ABUTRp,Arginine and Proline Metabolism
R_R973_i,Arginine and Proline Metabolism
R_DHORTS,Pyrimidine synthesis
R_GRTT,Cholesterol metabolism
R_GRTTm,Cholesterol metabolism
R_GRTTp,Cholesterol metabolism
R_TRDR,Nucleotide interconversion
R_RNDR1,Nucleotide interconversion
R_RNDR1n,Nucleotide interconversion
R_RNDR4,Nucleotide interconversion
R_RNDR4n,Nucleotide interconversion
R_RNDR2,Nucleotide interconversion
R_RNDR2n,Nucleotide interconversion
R_RNDR3,Nucleotide interconversion
R_RNDR3n,Nucleotide interconversion
R_CLS_c,Glycerophospholipid metabolism
R_PGLc,Pentose phosphate pathway
R_PGLr,Pentose phosphate pathway
R_PETHCT,Glycerophospholipid metabolism
R_R992_c,Glycerophospholipid metabolism
R_R993_c,Glycerophospholipid metabolism
R_R994_c,Glycerophospholipid metabolism
R_PLIPA2E,Glycerophospholipid metabolism
R_PLIPA2Erm,Glycerophospholipid metabolism
R_PLIPA2Ee,Glycerophospholipid metabolism
R_PSD120mim,Glycerophospholipid metabolism
R_PETOHMr,Glycerophospholipid metabolism
R_PETOHMm,Glycerophospholipid metabolism
R_R1001_c,Glycerophospholipid metabolism
R_CEPTE,Glycerophospholipid metabolism
R_ACGAM6PS,Aminosugar metabolism
R_AGDC,Aminosugar metabolism
R_FRTT,Cholesterol metabolism
R_R1006_c,Tyrosine metabolism
R_3HLYTCL,Tyrosine metabolism
R_HMGCOAR,Squalene and cholesterol synthesis
R_MGCHm,"Valine, leucine, and isoleucine metabolism"
R_NTD6,Nucleotide interconversion
R_NTD6e,Nucleotide interconversion
R_DADNKp,Nucleotide interconversion
R_DGK1,Nucleotide interconversion
R_URIK13,Nucleotide interconversion
R_DTPHe,Pyrimidine synthesis
R_NDPK4,Nucleotide interconversion
R_NDPK4nm,Nucleotide interconversion
R_NDPK4m,Nucleotide interconversion
R_NDPK4mim,Nucleotide interconversion
R_DTMPK,Nucleotide interconversion
R_NTP9e,Pyrimidine synthesis
R_URIK14,Nucleotide interconversion
R_URIK9,Nucleotide interconversion
R_URIDK2,Nucleotide interconversion
R_DURIK1,Nucleotide interconversion
R_DURIK1m,Nucleotide interconversion
R_DUTPDP,Pyrimidine catabolism
R_TMDS,Nucleotide interconversion
R_XANDp,Purine catabolism
R_URAOXp,Purine catabolism
R_XAOx,Purine catabolism
R_LCAT1pm,Fatty acid oxidation
R_RADH,Vitamin A metabolism
R_RDH1,Vitamin A metabolism
R_R1038_c,Vitamin A metabolism
R_XPPTr,Nucleotide salvage pathway
R_PUNP3,Purine catabolism
R_HISTASEe,Histidine metabolism
R_SAMHISTA,Histidine metabolism
R_r0509,Citric acid cycle
R_TRYPTAOX,Tryptophan metabolism
R_TRYPTAOXe,Tryptophan metabolism
R_R1046_m,Ubiquinone synthesis
R_R1047_g,Chondroitin synthesis
R_R1049_m,"Valine, leucine, and isoleucine metabolism"
R_ILETA,"Valine, leucine, and isoleucine metabolism"
R_ILETAm,"Valine, leucine, and isoleucine metabolism"
R_P45017A3r,Steroid metabolism
R_P45021A1r,Steroid metabolism
R_HSD3B11,Steroid metabolism
R_R1055_c,Fatty acid synthesis
R_R1056_c,Folate metabolism
R_FOLR2,Folate metabolism
R_R1058_c,Folate metabolism
R_R1059_m,Folate metabolism
R_R1060_c,Glycerophospholipid metabolism
R_PPAP,Triacylglycerol synthesis
R_DAGK,Glycerophospholipid metabolism
R_R1063_c,Glycerophospholipid metabolism
R_R1064_r,Glycerophospholipid metabolism
R_MEVK1c,Squalene and cholesterol synthesis
R_LPSr,Triacylglycerol synthesis
R_LPSe,Triacylglycerol synthesis
R_DGAT,Triacylglycerol synthesis
R_PGESr,Eicosanoid metabolism
R_PGDI,Eicosanoid metabolism
R_PGISr,Eicosanoid metabolism
R_TXASr,Eicosanoid metabolism
R_DHPM1,Pyrimidine catabolism
R_GLUFORT,Histidine metabolism
R_IZPN,Histidine metabolism
R_PNP,NAD metabolism
R_NP1,NAD metabolism
R_PUNP7,Nucleotide interconversion
R_FOMETRm,Folate metabolism
R_FTHFCLm,Folate metabolism
R_FORTHFC,Folate metabolism
R_R1084_m,Lysine metabolism
R_SACCD4m,Lysine metabolism
R_R1086_c,Glycolysis/gluconeogenesis
R_NTD5_a,Pyrimidine catabolism
R_NTD5_ae,Pyrimidine catabolism
R_RNMK,NAD metabolism
R_NDPK7,Nucleotide interconversion
R_NDPK7nm,Nucleotide interconversion
R_NDPK7m,Nucleotide interconversion
R_NDPK7mim,Nucleotide interconversion
R_URIK5,Nucleotide interconversion
R_NDPK6,Nucleotide interconversion
R_NDPK6nm,Nucleotide interconversion
R_NDPK6m,Nucleotide interconversion
R_NDPK6mim,Nucleotide interconversion
R_URIK6,Nucleotide interconversion
R_HSD17B8,Steroid metabolism
R_HSD17B8m,Steroid metabolism
R_HSD17B1,Steroid metabolism
R_HSD17B1m,Steroid metabolism
R_R1105_c,Steroid metabolism
R_R1106_r,Steroid metabolism
R_R1107_c,Steroid metabolism
R_R1108_r,Steroid metabolism
R_R1109_c,Steroid metabolism
R_R1110_r,Steroid metabolism
R_UGT1A1r,Steroid metabolism
R_R1112_c,Miscellaneous
R_RETFA,Vitamin A metabolism
R_R1114_c,Vitamin A metabolism
R_URIK10,Nucleotide interconversion
R_URIK11,Nucleotide interconversion
R_TYROXDAc,Tyrosine metabolism
R_TYROXDAe,Tyrosine metabolism
R_UGT1A2r,Steroid metabolism
R_BILIRED2,Heme degradation
R_BILIRED,Heme degradation
R_BBHOX,Lysine metabolism
R_CYSLYSL,Methionine and cysteine metabolism
R_ALLTAHr,Histidine metabolism
R_ALLTNr,Purine catabolism
R_LCYSTAT,Methionine and cysteine metabolism
R_LCYSTATm,Methionine and cysteine metabolism
R_DORNOp,Arginine and Proline Metabolism
R_SGPL11,Sphingolipid metabolism
R_3SALACBOXL,Taurine and hypotaurine metabolism
R_CYSAMOm,Taurine and hypotaurine metabolism
R_UGT1A3r,Steroid metabolism
R_R1134_m,Heme synthesis
R_DURIPP,Nucleotide interconversion
R_DCYTD,Pyrimidine catabolism
R_GLUTCOADHm,Tryptophan metabolism
R_GLUTCOADH2m,Tryptophan metabolism
R_PYDAMK,Vitamin B6 metabolism
R_HYPOE,Vitamin B6 metabolism
R_SR5AR,Steroid metabolism
R_R1142_c,Steroid metabolism
R_R1143_c,Steroid metabolism
R_R1144_r,Steroid metabolism
R_UGT1A4r,Steroid metabolism
R_HGNTOR,Tyrosine metabolism
R_34HPPOR,Tyrosine metabolism
R_AACTOOR,"Glycine, serine, alanine and threonine metabolism"
R_AACTOORe,"Glycine, serine, alanine and threonine metabolism"
R_LGTHL,Pyruvate metabolism
R_ALCD22_L,Pyruvate metabolism
R_41R2A1H12BOOX,Tyrosine metabolism
R_NORANMT,Tyrosine metabolism
R_SALMCOM,Tyrosine metabolism
R_DOPABMOe,Tyrosine metabolism
R_ALDD19xr,Phenylalanine metabolism
R_ALDD19x_P,Phenylalanine metabolism
R_SMPD3g,Sphingolipid metabolism
R_SMPD3,Sphingolipid metabolism
R_SMPD3e,Sphingolipid metabolism
R_SMPD3l,Sphingolipid metabolism
R_SMPD3m,Sphingolipid metabolism
R_ABUTD,beta-Alanine metabolism
R_ABUTDr,beta-Alanine metabolism
R_ABUTDm,beta-Alanine metabolism
R_ABUTDp,beta-Alanine metabolism
R_DADAe,Nucleotide interconversion
R_PUNP2,Purine catabolism
R_BETALDHxm,"Glycine, serine, alanine and threonine metabolism"
R_BETALDHym,"Glycine, serine, alanine and threonine metabolism"
R_FBA2,Fructose and mannose metabolism
R_FBA2e,Fructose and mannose metabolism
R_R1173_m,Miscellaneous
R_R1174_m,Miscellaneous
R_R1175_m,Miscellaneous
R_LCARRy,Pyruvate metabolism
R_CBR2,Eicosanoid metabolism
R_R1178_c,Miscellaneous
R_PEAMNO,Phenylalanine metabolism
R_PEAMNOe,Phenylalanine metabolism
R_3SALATAi,Methionine and cysteine metabolism
R_3SALATAim,Methionine and cysteine metabolism
R_GULN3D,Pentose phosphate pathway
R_R1186_c,Tyrosine metabolism
R_ACOAD9m,"Valine, leucine, and isoleucine metabolism"
R_R1188_m,"Valine, leucine, and isoleucine metabolism"
R_3HAO,Tryptophan metabolism
R_HKYNH,Tryptophan metabolism
R_R1191_p,Tryptophan metabolism
R_ALDD20x,Tryptophan metabolism
R_ALDD20xr,Tryptophan metabolism
R_ALDD20xm,Tryptophan metabolism
R_ALDD20xp,Tryptophan metabolism
R_R1196_m,Fatty acid synthesis
R_R1197_p,Fatty acid synthesis
R_LPS2r,Triacylglycerol synthesis
R_LPS2e,Fatty acid oxidation
R_4HALDD,Tyrosine metabolism
R_4HOXPACDOX_NADP,Tyrosine metabolism
R_5HLTDL,Tryptophan metabolism
R_5HTRPDOX,Tryptophan metabolism
R_AMANK,Aminosugar metabolism
R_NTD10,Nucleotide interconversion
R_NTD10e,Nucleotide interconversion
R_NTPP11,Nucleotide interconversion
R_R1208_m,Steroid metabolism
R_FBP26,Fructose and mannose metabolism
R_G6PBDH,Pentose phosphate pathway
R_G6PBDHr,Pentose phosphate pathway
R_G6PI,Glycolysis/gluconeogenesis
R_PGIA,Glycolysis/gluconeogenesis
R_PGI,Glycolysis/gluconeogenesis
R_R1214_c,Glutathione metabolism
R_LPLIPAL2G,Glycerophospholipid metabolism
R_LPLIPAL2Gpm,Glycerophospholipid metabolism
R_R1217_c,Glycerophospholipid metabolism
R_R1218_c,Glycerophospholipid metabolism
R_PUNP6,Purine catabolism
R_DRBK,Pentose phosphate pathway
R_R1221_m,Triacylglycerol synthesis
R_MMEm,"Valine, leucine, and isoleucine metabolism"
R_R1223_m,Nucleotide interconversion
R_FA181ACPH,Fatty acid oxidation
R_BHMT,"Glycine, serine, alanine and threonine metabolism"
R_R1226_r,Glutathione metabolism
R_HSD11B2,Steroid metabolism
R_HSD11B1,Steroid metabolism
R_R1229_c,Steroid metabolism
R_R1230_c,Steroid metabolism
R_SPRMS,Urea cycle
R_SS,Cholesterol metabolism
R_SQLE,Cholesterol metabolism
R_BGLA,Starch and sucrose metabolism
R_DPROOp,Arginine and Proline Metabolism
R_UGT1A5r,Vitamin A metabolism
R_5HOXINOXDA,Tryptophan metabolism
R_SRTN23OX,Tryptophan metabolism
R_SRTNACT,Tryptophan metabolism
R_URCN,Histidine metabolism
R_TYRTRS,Tyrosine metabolism
R_TYRTRSm,Tyrosine metabolism
R_41R1H2MAE12BOOX,Tyrosine metabolism
R_SALMCOM2,Tyrosine metabolism
R_DARGOp,Arginine and Proline Metabolism
R_MELTGHl,Galactose metabolism
R_GLNLASE,Vitamin C metabolism
R_R1248_c,beta-Alanine metabolism
R_R1249_r,beta-Alanine metabolism
R_R1250_m,beta-Alanine metabolism
R_R1251_p,beta-Alanine metabolism
R_GLACO,Vitamin C metabolism
R_GLACOr,Vitamin C metabolism
R_GLACOm,Vitamin C metabolism
R_GLACOp,Vitamin C metabolism
R_APNPT,CoA synthesis
R_SLCBK1,Sphingolipid metabolism
R_3DSPHR,Sphingolipid metabolism
R_DNADDPe,NAD metabolism
R_DNADDPp,NAD metabolism
R_NNATrg,NAD metabolism
R_NNATr,NAD metabolism
R_NNATrm,NAD metabolism
R_PNTK,CoA synthesis
R_ECOAH1m,Tryptophan metabolism
R_ECOAH1p,Tryptophan metabolism
R_PTPAT,CoA synthesis
R_DPCOAPPe,CoA synthesis
R_ALATRS,Alanine and aspartate metabolism
R_ALATRSm,Alanine and aspartate metabolism
R_PRPNCOAHYDm,beta-Alanine metabolism
R_PRPNCOAHYDx,beta-Alanine metabolism
R_RDH3r,Vitamin A metabolism
R_DHPM2,Pyrimidine catabolism
R_LTA4H,Eicosanoid metabolism
R_ALOX52n,Eicosanoid metabolism
R_DHQS,Miscellaneous
R_R1277_c,Steroid metabolism
R_R1278_r,Steroid metabolism
R_R1279_c,Steroid metabolism
R_R1280_r,Steroid metabolism
R_R1281_c,Steroid metabolism
R_R1282_r,Steroid metabolism
R_UGT1A6r,Steroid metabolism
R_L2AADIPADOR2m,Lysine metabolism
R_AASAD3m,Lysine metabolism
R_L2AADIPADORm,Lysine metabolism
R_MCLOR,Methionine and cysteine metabolism
R_R1288_c,Methionine and cysteine metabolism
R_ACSRTNMT,Tryptophan metabolism
R_13DAMPPOXe,beta-Alanine metabolism
R_3HPCOAHYDm,beta-Alanine metabolism
R_UPP3S,Heme synthesis
R_R1294_c,Glutathione metabolism
R_R1295_n,Glutathione metabolism
R_ACOAD10m,"Valine, leucine, and isoleucine metabolism"
R_R1297_m,"Valine, leucine, and isoleucine metabolism"
R_MACACI,Tyrosine metabolism
R_GLUFT,Folate metabolism
R_UPPDC1,Heme synthesis
R_LNSTLSr,Cholesterol metabolism
R_IDHPOXOX4e,Tyrosine metabolism
R_CPPPGOi,Heme synthesis
R_PPPGOm,Heme synthesis
R_SRBL1PR,Fructose and mannose metabolism
R_SRBL1PRe,Fructose and mannose metabolism
R_PFK_2,Glycolysis/gluconeogenesis
R_PFK_2pm,Glycolysis/gluconeogenesis
R_R1310_c,Galactose metabolism
R_R1311_c,Galactose metabolism
R_R1312_c,Galactose metabolism
R_R1313_c,Galactose metabolism
R_R1314_c,Galactose metabolism
R_R1315_c,Galactose metabolism
R_PMEVKc,Squalene and cholesterol synthesis
R_PPCDC,CoA synthesis
R_R1318_m,Glycolysis/gluconeogenesis
R_TMABADH,Lysine metabolism
R_TMABADHr,Lysine metabolism
R_TMABADHm,Lysine metabolism
R_TMABADHp,Lysine metabolism
R_HPROxrm,Arginine and Proline Metabolism
R_HPROyrm,Arginine and Proline Metabolism
R_PROD3m,Arginine and Proline Metabolism
R_34DHPLACOX,Tyrosine metabolism
R_34DHPLACOX_NADP_,Tyrosine metabolism
R_34DHPHAMT,Tyrosine metabolism
R_LSTO2rx,Cholesterol metabolism
R_G5SDym,Urea cycle
R_3CARLPDHm,Citric acid cycle
R_G6PI3,Glycolysis/gluconeogenesis
R_P45021A2,Steroid metabolism
R_HSD3B13,Steroid metabolism
R_PIPLC,Inositol phosphate metabolism
R_R1336_e,Tyrosine metabolism
R_NT5C,NAD metabolism
R_NT5Ce,NAD metabolism
R_NICRNS,NAD metabolism
R_EBP2r,Cholesterol metabolism
R_R1341_g,Sphingolipid metabolism
R_R1342_l,Sphingolipid metabolism
R_PIK4,Glycerophospholipid metabolism
R_PIK4rm,Glycerophospholipid metabolism
R_PIK4pm,Glycerophospholipid metabolism
R_PIK3,Inositol phosphate metabolism
R_PIK3pm,Inositol phosphate metabolism
R_PI3P3Pp,Inositol phosphate metabolism
R_PCLYSOXr,Lysine metabolism
R_R1351_r,Lysine metabolism
R_R1352_r,Lysine metabolism
R_MMTSADm,"Valine, leucine, and isoleucine metabolism"
R_MI14PP,Inositol phosphate metabolism
R_MI145PP,Inositol phosphate metabolism
R_R1356_c,Steroid metabolism
R_R1357_r,Steroid metabolism
R_GTPDPDPp,Purine catabolism
R_LPLIPAL1Erm,Glycerophospholipid metabolism
R_LPLIPAL1Epm,Glycerophospholipid metabolism
R_LPLIPAL2Erm,Glycerophospholipid metabolism
R_LPLIPAL2Epm,Glycerophospholipid metabolism
R_GCCam,"Glycine, serine, alanine and threonine metabolism"
R_MI134PP,Inositol phosphate metabolism
R_ITKPK,Inositol phosphate metabolism
R_MI134PK,Inositol phosphate metabolism
R_MI1345PP,Inositol phosphate metabolism
R_MI145PK,Inositol phosphate metabolism
R_R1369_r,Inositol phosphate metabolism
R_PI45PLCpm,Inositol phosphate metabolism
R_PAFS,Glycerophospholipid metabolism
R_PAFSrm,Glycerophospholipid metabolism
R_R1373_c,Glycerophospholipid metabolism
R_R1374_r,Glycerophospholipid metabolism
R_TMLYSOX,Lysine metabolism
R_PI4P5K,Glycerophospholipid metabolism
R_PI4P5Kpm,Glycerophospholipid metabolism
R_MI3456PK,Inositol phosphate metabolism
R_R1379_c,Glutathione metabolism
R_R1380_c,Glutathione metabolism
R_R1381_r,Glutathione metabolism
R_R1382_p,Glutathione metabolism
R_R1383_c,Starch and sucrose metabolism
R_NDPK10,Nucleotide interconversion
R_NDPK10nm,Nucleotide interconversion
R_NDPK10m,Nucleotide interconversion
R_NDPK10mim,Nucleotide interconversion
R_NTPP10,Nucleotide interconversion
R_R1389_m,Butanoate metabolism
R_IDHPOXOXbe,Tyrosine metabolism
R_ALCD4,Butanoate metabolism
R_ALCD4e,Butanoate metabolism
R_BTS_nadph,Butanoate metabolism
R_BTS_nadphe,Butanoate metabolism
R_SELNPS,Selenoamino acid metabolism
R_R1396_c,Selenoamino acid metabolism
R_SELCYSLY,Selenoamino acid metabolism
R_VITD3H,vitamin D metabolism
R_GALCe,Sphingolipid metabolism
R_GALCl,Sphingolipid metabolism
R_R1401_c,Linoleate metabolism
R_MELATN23DOX,Tryptophan metabolism
R_MELATNOX,Tryptophan metabolism
R_MELATNOXr,Tryptophan metabolism
R_STYSGHl,Galactose metabolism
R_ARGTRS,Arginine and Proline Metabolism
R_ARGTRSm,Arginine and Proline Metabolism
R_ASNTRS,Alanine and aspartate metabolism
R_ASNTRSm,Alanine and aspartate metabolism
R_CYSTRS,Methionine and cysteine metabolism
R_CYSTRSm,Methionine and cysteine metabolism
R_GLNTRS,Glutamate metabolism
R_GLYTRS,"Glycine, serine, alanine and threonine metabolism"
R_HISTRS,Histidine metabolism
R_ILETRS,"Valine, leucine, and isoleucine metabolism"
R_ILETRSm,"Valine, leucine, and isoleucine metabolism"
R_LEUTRS,"Valine, leucine, and isoleucine metabolism"
R_LEUTRSm,"Valine, leucine, and isoleucine metabolism"
R_LYSTRS,Lysine metabolism
R_LYSTRSm,Lysine metabolism
